TCGA-AA-A02J-01A-23-A20O-27.zip,TCGA-AA-A02J-01A-23_Proteome_VU_20121126.zip,TCGA-AA-A02J-01A-23,TCGA-AA-A02J
TCGA-AA-A02O-01A-23-A20O-27.zip,TCGA-AA-A02O-01A-23_Proteome_VU_20130205.zip,TCGA-AA-A02O-01A-23,TCGA-AA-A02O
TCGA-AA-A02R-01A-23-A20O-27.zip,TCGA-AA-A02R-01A-23_Proteome_VU_20121104.zip,TCGA-AA-A02R-01A-23,TCGA-AA-A02R
TCGA-AA-A02Y-01A-31-A20O-27.zip,TCGA-AA-A02Y-01A-31_Proteome_VU_20120909.zip,TCGA-AA-A02Y-01A-31,TCGA-AA-A02Y
TCGA-AA-A03J-01A-23-A20O-27.zip,TCGA-AA-A03J-01A-23_Proteome_VU_20120809.zip,TCGA-AA-A03J-01A-23,TCGA-AA-A03J
TCGA-AF-2691-01A-41-2150-27.zip,TCGA-AF-2691-01A-41_Proteome_VU_20120726.zip,TCGA-AF-2691-01A-41,TCGA-AF-2691
TCGA-AF-2692-01A-41-2150-27.zip,TCGA-AF-2692-01A-41_Proteome_VU_20120910.zip,TCGA-AF-2692-01A-41,TCGA-AF-2692
TCGA-AF-3400-01A-41-2150-27.zip,TCGA-AF-3400-01A-41_Proteome_VU_20120820.zip,TCGA-AF-3400-01A-41,TCGA-AF-3400
TCGA-AF-3913-01A-12-2150-27.zip,TCGA-AF-3913-01A-12_Proteome_VU_20121026.zip,TCGA-AF-3913-01A-12,TCGA-AF-3913
TCGA-AG-3574-01A-22-2150-27.zip,TCGA-AG-3574-01A-22_Proteome_VU_20121207.zip,TCGA-AG-3574-01A-22,TCGA-AG-3574
TCGA-AG-3580-01A-22-2150-27.zip,TCGA-AG-3580-01A-22_Proteome_VU_20121224.zip,TCGA-AG-3580-01A-22,TCGA-AG-3580
TCGA-AG-3584-01A-22-2150-27.zip,TCGA-AG-3584-01A-22_Proteome_VU_20121007.zip,TCGA-AG-3584-01A-22,TCGA-AG-3584
TCGA-AG-3593-01A-22-2150-27.zip,TCGA-AG-3593-01A-22_Proteome_VU_20120920.zip,TCGA-AG-3593-01A-22,TCGA-AG-3593
TCGA-AG-3594-01A-12-2150-27.zip,TCGA-AG-3594-01A-12_Proteome_VU_20121011.zip,TCGA-AG-3594-01A-12,TCGA-AG-3594
TCGA-AG-4007-01A-22-2150-27.zip,TCGA-AG-4007-01A-22_Proteome_VU_20120731.zip,TCGA-AG-4007-01A-22,TCGA-AG-4007
TCGA-AG-A002-01A-23-A20O-27.zip,TCGA-AG-A002-01A-23_Proteome_VU_20121211.zip,TCGA-AG-A002-01A-23,TCGA-AG-A002
TCGA-AG-A008-01A-23-A20O-27.zip,TCGA-AG-A008-01A-23_Proteome_VU_20130127.zip,TCGA-AG-A008-01A-23,TCGA-AG-A008
TCGA-AG-A00C-01A-23-A20O-27.zip,TCGA-AG-A00C-01A-23_Proteome_VU_20120729.zip,TCGA-AG-A00C-01A-23,TCGA-AG-A00C
TCGA-AG-A00Y-01A-12-A20O-27.zip,TCGA-AG-A00Y-01A-12_Proteome_VU_20121016.zip,TCGA-AG-A00Y-01A-12,TCGA-AG-A00Y
TCGA-AG-A011-01A-32-A20O-27.zip,TCGA-AG-A011-01A-32_Proteome_VU_20120828.zip,TCGA-AG-A011-01A-32,TCGA-AG-A011
TCGA-AG-A014-01A-12-A20O-27.zip,TCGA-AG-A014-01A-12_Proteome_VU_20120824.zip,TCGA-AG-A014-01A-12,TCGA-AG-A014
TCGA-AG-A015-01A-51-A20O-27.zip,TCGA-AG-A015-01A-51_Proteome_VU_20120921.zip,TCGA-AG-A015-01A-51,TCGA-AG-A015
TCGA-AG-A016-01A-23-A20O-27.zip,TCGA-AG-A016-01A-23_Proteome_VU_20120730.zip,TCGA-AG-A016-01A-23,TCGA-AG-A016
TCGA-AG-A01J-01A-22-A20O-27.zip,TCGA-AG-A01J-01A-22_Proteome_VU_20121231.zip,TCGA-AG-A01J-01A-22,TCGA-AG-A01J
TCGA-AG-A01L-01A-22-A20O-27.zip,TCGA-AG-A01L-01A-22_Proteome_VU_20130129.zip,TCGA-AG-A01L-01A-22,TCGA-AG-A01L
TCGA-AG-A01N-01A-23-A20O-27.zip,TCGA-AG-A01N-01A-23_Proteome_VU_20130104.zip,TCGA-AG-A01N-01A-23,TCGA-AG-A01N
TCGA-AG-A01W-01A-23-A20O-27.zip,TCGA-AG-A01W-01A-23_Proteome_VU_20121115.zip,TCGA-AG-A01W-01A-23,TCGA-AG-A01W
TCGA-AG-A01Y-01A-43-A20O-27.zip,TCGA-AG-A01Y-01A-43_Proteome_VU_20120825.zip,TCGA-AG-A01Y-01A-43,TCGA-AG-A01Y
TCGA-AG-A020-01A-23-A20O-27.zip,TCGA-AG-A020-01A-23_Proteome_VU_20130214.zip,TCGA-AG-A020-01A-23,TCGA-AG-A020
TCGA-AG-A026-01A-71-A20O-27.zip,TCGA-AG-A026-01A-71_Proteome_VU_20121023.zip,TCGA-AG-A026-01A-71,TCGA-AG-A026
TCGA-AG-A02N-01A-31-A20O-27.zip,TCGA-AG-A02N-01A-31_Proteome_VU_20120819.zip,TCGA-AG-A02N-01A-31,TCGA-AG-A02N
TCGA-AG-A02X-01A-32-A20O-27.zip,TCGA-AG-A02X-01A-32_Proteome_VU_20130213.zip,TCGA-AG-A02X-01A-32,TCGA-AG-A02X
TCGA-AG-A032-01A-31-A20O-27.zip,TCGA-AG-A032-01A-31_Proteome_VU_20121108.zip,TCGA-AG-A032-01A-31,TCGA-AG-A032
TCGA-AG-A036-01A-22-A20O-27.zip,TCGA-AG-A036-01A-22_Proteome_VU_20120805.zip,TCGA-AG-A036-01A-22,TCGA-AG-A036
